file_name,tagging_vitgpt2,florence_short,florence_long
fd95ae25be314fcea7ed26e8f0747849.jpg,a pink and white cake with flowers on a table ,A gift box with a white ribbon and pink roses on a green background.,"The image is a flat lay of a gift box with a white ribbon tied in a
bow on top. The gift box is made of brown paper and is placed on a
light green background. Surrounding the gift box are six pink roses
with green leaves. The roses are arranged in a scattered manner, with
some overlapping each other. The overall aesthetic of the image is
minimalistic and romantic."
d73324ceb5b144e8b0f63193a832fff2.jpg,a person's feet are shown with a pair of shoes ,A pair of red sneakers on a person's feet.,"The image shows a pair of red Converse sneakers on a person's feet.
The sneakers have white laces and a white rubber sole. The person is
standing on a dark grey background with their legs slightly apart.
They are wearing blue jeans. The image is taken from a top-down
perspective, looking down on the sneakers."
e97835aa05fb471fafd08fb7b0a906f6.jpg,a bird flying over a blue sky ,A large bird flying through a blue sky with clouds.,"The image shows a bird of prey, specifically a hawk, in flight. The
hawk is in the center of the image, with its wings spread wide and its
talons extended. Its body is a dark brown color with a yellow beak and
feet. The wings are spread wide, and its tail feathers are fanned out
behind it. The background is a clear blue sky with white clouds. The
image is taken from a low angle, looking up at the hawk."
aa8b7064b31948efb5994de2f96d9da7.jpg,a large crane is attached to a large building ,A construction site with a crane and a building under construction.,"The image shows a construction site with a tall yellow tower crane in
the foreground. The crane has a long arm with a hook at the end, which
is used to lift and move heavy objects. In the background, there is a
tall building under construction with blue sky and white clouds. The
building appears to be a modern skyscraper with glass windows. The
image is taken from a low angle, looking up at the crane and the
building."
b08b617549504fddb9deceb7a79fd380.jpg,a bottle of paint and a knife on a sidewalk ,A couple of tools sitting on top of a wooden table.,"The image shows two power tools, one green and one blue, lying on a
wooden surface. The green power tool is on the left side of the image
and the blue power tool on the right side is in the center. Both tools
have a circular base with multiple holes in it. The background is
blurred, but it appears to be an outdoor setting with sunlight shining
through the top right corner. The image is taken from a low angle,
looking up at the tools."
6a227e7c795a4be985339c0e39ba7410.jpg,a person on a mountain with a mountain ,A man on a rock climbing up the side of a cliff.,"The image shows a rock climber scaling a steep cliff. The climber is
wearing a green jacket, pants, and a helmet, and is attached to a rope
for safety. The cliff appears to be made of large, jagged rocks with
patches of orange and brown lichen growing on them. The sky is clear
and blue, and the climber looks focused and determined as they make
their way up the side of the cliff."
d3df5764b8724aec88306dd0f1d00f91.jpg,a variety of fruits and vegetables are displayed on a table ,A bunch of berries and a strawberry on a white background.,"The image is a close-up of a bunch of fresh berries. There are six
berries in total, including a strawberry, a blackberry, a blueberry,
and a white daisy. The berries are arranged in a scattered manner,
with some overlapping each other. The strawberry is in the center of
the image, with its bright red skin and green leaves surrounding it.
The blueberry is on the left side, while the blackberry and daisy are
on the right side. The daisy has a yellow center and white petals. The
background is white, making the colors of the berries stand out."
7e9a465451e94eba83c7117f18ce051f.jpg,a woman in a white dress is sitting at a table ,A woman in a white dress sitting at a table with a bouquet of flowers.,"The image shows a young woman sitting at a table with a pink sequin
tablecloth. She is wearing a white strapless dress and a flower crown
on her head. The woman has long curly hair and is looking off to the
side with a serious expression on her face. On the table, there is a
vase of pink roses and several lit candles. The background is a white
room with ornate gold accents. The overall mood of the image is
elegant and romantic."
82a50bb737114399bff3c925e200d4d3.jpg,a painting of a wall with graffiti on it ,A painting with blue and green paint splatters on an orange background.,"The image is an abstract painting with an orange background and a
green rectangle on the right side. The rectangle is divided into two
sections, with the top section being a bright orange color and the
bottom section being an orange color. On the left side of the
rectangle, there are several blue splashes of paint in different
colors, including blue, green, and yellow. The splashes are arranged
in a diagonal line, creating a sense of movement and energy. The
overall effect is a vibrant and dynamic composition."
0e529403b575426ebd03e32701aeab6e.jpg,a table with a bunch of different colored vases ,A group of colorful cups and saucers on a table.,"The image shows a group of colorful coffee cups and saucers arranged
in a row on a white background. There are nine cups in total, each
with a different color - red, blue, green, yellow, orange, and white.
Each cup has a spoon and a small piece of sugar on it. The cups are
arranged in two rows, with the red cup on the left and the green cup
in the middle. The background is a solid white color. The image has a
modern and minimalistic design."
90c6fa9845dd4befb692016b8b41f3a3.jpg,a man standing in front of a large city at night ,A man standing on top of a building with his arms outstretched in front of a full moon.,"The image shows a man standing on a rooftop with his arms raised in
the air, looking up at the night sky. He is wearing a checkered shirt
and white pants. The background shows a city skyline with tall
buildings and skyscrapers. The moon is partially visible in the top
right corner of the image, and it appears to be a full moon. The sky
is dark and the city lights are shining brightly, creating a beautiful
contrast with the bright moon."
